Cloudflare IP Optimizer — 完整测试结果
测试时间: 2026-06-18 10:05:16
成功: 2546 / 失败: 5584 / 总计: 8130

======================================================================
IP                                               延迟   Colo   Loc     状态码
104.18.37.220                                461.2ms    ORD    US     200
104.25.105.126                               461.6ms    DFW    US     200
104.24.154.176                               462.9ms    ORD    US     200
172.67.199.85                                463.0ms    ORD    US     200
104.25.0.190                                 463.2ms    ORD    US     200
104.18.34.39                                 463.4ms    ORD    US     200
104.25.86.223                                464.2ms    DFW    US     200
104.16.194.18                                464.4ms    ORD    US     200
104.17.169.21                                464.5ms    DFW    US     200
104.24.168.164                               464.5ms    DFW    US     200
104.17.133.251                               465.0ms    ORD    US     200
104.16.253.142                               465.1ms    ORD    US     200
104.24.245.224                               466.0ms    DFW    US     200
104.25.163.167                               466.1ms    ORD    US     200
104.18.33.178                                466.6ms    ORD    US     200
104.26.12.200                                466.6ms    DFW    US     200
104.16.172.48                                466.7ms    DFW    US     200
104.17.131.185                               467.0ms    ORD    US     200
104.16.204.177                               467.3ms    ORD    US     200
104.16.226.210                               467.3ms    ORD    US     200
104.27.8.157                                 467.3ms    DFW    US     200
104.17.154.234                               467.5ms    DFW    US     200
104.25.103.181                               467.5ms    DFW    US     200
104.25.15.102                                467.6ms    ORD    US     200
104.27.121.225                               467.7ms    DFW    US     200
104.19.226.153                               468.5ms    ORD    US     200
104.19.219.114                               468.6ms    ORD    US     200
104.18.87.91                                 468.7ms    ORD    US     200
104.25.121.185                               469.0ms    ORD    US     200
104.19.213.36                                469.1ms    DFW    US     200
104.19.40.8                                  469.2ms    DFW    US     200
104.24.163.91                                469.4ms    ORD    US     200
172.67.226.69                                469.7ms    ORD    US     200
104.17.132.135                               469.8ms    DFW    US     200
104.17.150.190                               469.8ms    DFW    US     200
104.27.12.188                                470.5ms    DFW    US     200
104.16.175.120                               470.8ms    ORD    US     200
104.25.85.86                                 470.9ms    DFW    US     200
162.159.235.222                              471.0ms    DFW    US     200
104.24.248.53                                471.9ms    DFW    US     200
104.18.32.64                                 472.0ms    DFW    US     200
172.67.144.64                                472.0ms    ORD    US     200
104.17.171.76                                472.1ms    ORD    US     200
104.25.41.80                                 472.1ms    ORD    US     200
104.25.106.185                               472.4ms    DFW    US     200
104.18.240.46                                472.6ms    ORD    US     200
104.24.161.48                                472.7ms    DFW    US     200
104.16.195.247                               472.8ms    ORD    US     200
172.64.79.107                                472.8ms    DFW    US     200
104.24.155.50                                473.0ms    DFW    US     200
104.24.162.42                                473.6ms    ORD    US     200
104.24.241.77                                473.6ms    DFW    US     200
172.67.243.230                               473.7ms    DFW    US     200
104.27.110.162                               474.0ms    DFW    US     200
104.16.227.23                                474.5ms    ORD    US     200
104.19.241.117                               474.7ms    DFW    US     200
104.18.238.198                               474.8ms    ORD    US     200
172.67.203.60                                474.9ms    DFW    US     200
172.67.201.36                                475.5ms    ORD    US     200
104.27.47.117                                475.7ms    DFW    US     200
172.65.226.175                               475.7ms    ORD    US     200
104.24.230.56                                475.8ms    ORD    US     200
172.65.56.204                                475.8ms    ORD    US     200
104.16.184.97                                475.9ms    DFW    US     200
104.27.52.54                                 475.9ms    ORD    US     200
104.27.23.145                                476.0ms    DFW    US     200
104.18.232.112                               476.1ms    ORD    US     200
104.25.12.23                                 476.3ms    DFW    US     200
104.17.136.14                                476.7ms    ORD    US     200
104.16.248.185                               476.8ms    DFW    US     200
104.19.217.245                               477.2ms    ORD    US     200
104.19.223.30                                477.2ms    ORD    US     200
104.25.128.179                               477.6ms    ORD    US     200
104.16.220.16                                478.2ms    DFW    US     200
104.18.241.200                               478.3ms    DFW    US     200
172.67.195.1                                 478.3ms    ORD    US     200
104.25.8.146                                 478.5ms    ORD    US     200
104.19.189.33                                478.6ms    ORD    US     200
104.24.228.34                                478.7ms    ORD    US     200
104.25.13.239                                478.7ms    DFW    US     200
104.16.236.65                                478.9ms    DFW    US     200
104.18.28.194                                478.9ms    DFW    US     200
172.64.78.237                                478.9ms    BNA    US     200
172.67.160.192                               479.3ms    DFW    US     200
104.25.132.59                                479.4ms    ORD    US     200
172.67.158.231                               479.5ms    DFW    US     200
104.19.34.231                                479.6ms    DFW    US     200
104.19.225.159                               479.6ms    ORD    US     200
104.16.230.196                               480.6ms    DFW    US     200
104.20.46.207                                480.7ms    ORD    US     200
172.65.63.165                                480.7ms    ORD    US     200
104.25.2.201                                 481.3ms    ORD    US     200
104.16.187.130                               481.4ms    ORD    US     200
104.25.11.52                                 481.8ms    DFW    US     200
172.67.176.19                                481.8ms    DFW    US     200
104.17.160.142                               482.6ms    DFW    US     200
104.20.47.24                                 482.6ms    DFW    US     200
104.19.224.60                                482.8ms    DFW    US     200
104.18.29.249                                482.9ms    ORD    US     200
104.27.122.70                                483.0ms    ORD    US     200
104.24.235.36                                483.1ms    ORD    US     200
172.65.43.43                                 483.1ms    DFW    US     200
104.16.244.50                                483.3ms    DFW    US     200
104.17.164.145                               483.3ms    DFW    US     200
104.19.191.64                                483.7ms    ORD    US     200
104.25.137.23                                483.7ms    ORD    US     200
104.17.129.94                                483.9ms    DFW    US     200
104.24.231.186                               483.9ms    DFW    US     200
104.18.88.180                                484.0ms    ORD    US     200
104.19.190.247                               484.0ms    DFW    US     200
104.21.201.24                                484.3ms    DFW    US     200
104.19.35.197                                484.4ms    DFW    US     200
104.19.215.161                               484.8ms    ORD    US     200
104.24.55.78                                 485.3ms    DFW    US     200
172.67.119.164                               485.4ms    ORD    US     200
172.67.148.124                               485.4ms    DFW    US     200
172.67.159.98                                485.5ms    ORD    US     200
104.17.128.94                                485.7ms    ORD    US     200
104.19.193.41                                486.0ms    DFW    US     200
104.24.227.196                               486.6ms    ORD    US     200
104.24.239.16                                486.6ms    DFW    US     200
104.19.206.244                               486.7ms    DFW    US     200
104.16.186.232                               487.2ms    DFW    US     200
104.19.204.222                               487.3ms    ORD    US     200
104.17.170.254                               487.5ms    ORD    US     200
104.18.233.143                               487.6ms    DFW    US     200
104.20.45.30                                 487.6ms    DFW    US     200
104.24.243.225                               487.8ms    ORD    US     200
172.67.153.93                                487.9ms    ORD    US     200
104.17.167.198                               488.3ms    DFW    US     200
104.25.9.142                                 488.4ms    ORD    US     200
104.18.222.52                                488.6ms    DFW    US     200
104.16.219.2                                 489.1ms    DFW    US     200
104.19.38.18                                 489.1ms    DFW    US     200
172.67.217.92                                489.5ms    ORD    US     200
104.18.239.154                               490.1ms    ORD    US     200
104.16.211.20                                490.2ms    ORD    US     200
104.18.18.87                                 490.5ms    ORD    US     200
104.27.61.120                                490.5ms    DFW    US     200
104.24.190.141                               490.7ms    DFW    US     200
104.18.89.201                                490.9ms    ORD    US     200
104.20.9.53                                  491.0ms    ORD    US     200
104.24.252.177                               491.0ms    DFW    US     200
104.27.60.200                                491.0ms    ORD    US     200
104.16.217.49                                491.3ms    DFW    US     200
104.19.42.83                                 491.3ms    DFW    US     200
104.25.3.61                                  491.3ms    DFW    US     200
104.25.101.162                               491.3ms    ORD    US     200
104.20.49.4                                  491.4ms    DFW    US     200
104.24.234.142                               491.5ms    ORD    US     200
104.25.144.46                                491.7ms    ORD    US     200
104.20.8.217                                 491.8ms    ORD    US     200
104.24.188.105                               491.8ms    DFW    US     200
104.18.234.187                               492.1ms    ORD    US     200
104.17.166.87                                492.6ms    ORD    US     200
104.18.217.14                                492.9ms    DFW    US     200
198.41.204.7                                 492.9ms    DFW    US     200
104.27.107.121                               493.0ms    DFW    US     200
104.17.161.42                                493.1ms    ORD    US     200
172.67.233.115                               493.1ms    DFW    US     200
104.17.130.116                               493.4ms    DFW    US     200
104.18.51.188                                493.5ms    ORD    US     200
104.19.44.245                                493.7ms    DFW    US     200
104.17.179.154                               493.9ms    DFW    US     200
104.18.60.202                                494.0ms    ORD    US     200
104.18.235.7                                 494.1ms    DFW    US     200
104.27.104.206                               494.1ms    ORD    US     200
104.24.233.42                                494.3ms    DFW    US     200
104.27.103.113                               494.3ms    ORD    US     200
104.27.106.212                               494.3ms    DFW    US     200
104.18.99.215                                494.5ms    ORD    US     200
104.25.148.97                                494.5ms    DFW    US     200
172.67.157.3                                 494.7ms    DFW    US     200
92.53.188.93                                 494.7ms    DFW    US     200
104.27.102.24                                494.8ms    DFW    US     200
172.65.213.80                                494.9ms    CDG    US     200
104.18.50.10                                 495.0ms    ORD    US     200
104.25.133.174                               495.1ms    DFW    US     200
104.25.195.165                               495.1ms    ORD    US     200
104.17.168.116                               495.2ms    DFW    US     200
172.65.57.58                                 495.3ms    ORD    US     200
104.18.226.98                                495.4ms    DFW    US     200
104.24.238.209                               495.4ms    ORD    US     200
104.25.135.116                               495.4ms    DFW    US     200
104.25.147.55                                495.4ms    DFW    US     200
104.27.66.56                                 495.4ms    DFW    US     200
104.16.218.105                               495.5ms    DFW    US     200
104.20.4.206                                 495.5ms    ORD    US     200
104.27.105.128                               495.5ms    ORD    US     200
104.20.44.101                                495.6ms    ORD    US     200
104.16.178.105                               495.7ms    ORD    US     200
104.25.102.132                               495.8ms    DFW    US     200
104.19.239.153                               496.1ms    ORD    US     200
104.18.83.211                                496.3ms    ORD    US     200
104.27.64.50                                 496.3ms    ORD    US     200
104.19.196.85                                496.5ms    ORD    US     200
172.65.185.233                               496.7ms    MAD    US     200
104.16.177.227                               497.0ms    ORD    US     200
104.25.146.42                                497.0ms    DFW    US     200
104.17.163.234                               497.1ms    ORD    US     200
104.19.210.95                                497.2ms    ORD    US     200
104.25.176.124                               497.2ms    ORD    US     200
172.67.122.246                               497.2ms    ORD    US     200
104.18.59.210                                497.3ms    ORD    US     200
172.67.240.173                               497.6ms    ORD    US     200
104.25.87.231                                497.8ms    DFW    US     200
104.25.126.200                               497.9ms    ORD    US     200
104.16.241.189                               498.0ms    ORD    US     200
172.65.60.164                                498.1ms    DFW    US     200
104.27.59.115                                498.2ms    ORD    US     200
104.21.82.84                                 498.7ms    DFW    US     200
104.25.143.245                               498.7ms    ORD    US     200
104.25.145.178                               498.7ms    ORD    US     200
104.19.62.137                                499.0ms    DFW    US     200
104.27.28.225                                499.0ms    ORD    US     200
104.25.139.185                               499.2ms    DFW    US     200
172.67.200.11                                499.4ms    DFW    US     200
104.18.230.136                               499.5ms    ORD    US     200
104.18.101.237                               499.6ms    ORD    US     200
104.16.238.202                               499.7ms    ORD    US     200
104.16.239.103                               499.7ms    DFW    US     200
104.19.177.16                                500.6ms    ORD    US     200
104.19.198.68                                500.8ms    DFW    US     200
104.18.27.227                                501.0ms    ORD    US     200
104.24.184.237                               501.0ms    DFW    US     200
104.27.49.231                                501.0ms    ORD    US     200
104.16.210.199                               501.2ms    DFW    US     200
104.20.39.115                                501.7ms    DFW    US     200
104.24.192.179                               501.7ms    ORD    US     200
104.27.119.235                               501.7ms    ORD    US     200
104.18.225.213                               501.8ms    ORD    US     200
104.27.56.193                                502.0ms    DFW    US     200
104.25.5.6                                   502.1ms    DFW    US     200
104.27.22.174                                502.3ms    ORD    US     200
104.16.205.219                               502.5ms    ORD    US     200
172.67.225.3                                 502.9ms    ORD    US     200
104.18.90.59                                 503.3ms    ORD    US     200
104.19.208.113                               503.4ms    ORD    US     200
172.67.238.60                                503.4ms    DFW    US     200
104.27.32.77                                 503.5ms    ORD    US     200
104.18.223.58                                503.6ms    ORD    US     200
104.19.247.209                               503.7ms    DFW    US     200
104.25.53.229                                503.7ms    ORD    US     200
104.20.17.38                                 503.9ms    ORD    US     200
104.25.114.214                               503.9ms    DFW    US     200
104.19.201.135                               504.1ms    DFW    US     200
104.24.240.55                                504.3ms    ORD    US     200
104.27.17.171                                504.6ms    DFW    US     200
104.18.17.30                                 504.7ms    ORD    US     200
104.24.237.48                                504.7ms    DFW    US     200
104.16.192.12                                505.2ms    ORD    US     200
104.19.232.194                               505.2ms    DFW    US     200
104.19.229.78                                505.4ms    DFW    US     200
104.20.5.99                                  505.6ms    DFW    US     200
104.24.250.124                               506.2ms    ORD    US     200
104.18.218.204                               506.4ms    DFW    US     200
104.16.180.182                               506.5ms    ORD    US     200
104.18.229.68                                506.6ms    ORD    US     200
104.27.67.89                                 506.7ms    DFW    US     200
172.67.146.183                               506.7ms    DFW    US     200
172.67.123.184                               506.9ms    ORD    US     200
104.18.84.214                                507.0ms    ORD    US     200
104.25.51.221                                507.6ms    DFW    US     200
104.25.89.129                                507.6ms    ORD    US     200
104.19.195.216                               507.8ms    DFW    US     200
104.25.170.230                               507.8ms    DFW    US     200
104.16.209.153                               507.9ms    DFW    US     200
104.24.178.60                                508.6ms    DFW    US     200
104.25.56.16                                 508.7ms    ORD    US     200
104.27.57.40                                 508.7ms    DFW    US     200
104.25.171.25                                508.9ms    ORD    US     200
77.232.140.66                                509.0ms    DFW    US     200
104.18.231.124                               509.6ms    DFW    US     200
104.25.45.115                                509.6ms    DFW    US     200
104.27.24.91                                 509.9ms    ORD    US     200
104.27.117.244                               509.9ms    DFW    US     200
104.16.191.21                                510.0ms    ORD    US     200
104.19.36.30                                 510.5ms    DFW    US     200
104.19.244.206                               510.7ms    ORD    US     200
104.25.154.12                                511.0ms    DFW    US     200
104.18.47.249                                511.4ms    ORD    US     200
104.16.207.7                                 511.6ms    DFW    US     200
104.18.72.247                                511.6ms    ORD    US     200
104.19.39.3                                  511.7ms    DFW    US     200
104.27.65.46                                 511.7ms    DFW    US     200
104.24.193.112                               511.9ms    ORD    US     200
104.27.115.209                               511.9ms    DFW    US     200
104.25.24.232                                512.0ms    DFW    US     200
104.18.224.154                               512.2ms    DFW    US     200
104.25.20.155                                512.4ms    DFW    US     200
104.24.254.194                               512.6ms    ORD    US     200
104.25.134.97                                512.6ms    ORD    US     200
104.24.198.114                               512.7ms    DFW    US     200
104.16.203.124                               512.8ms    ORD    US     200
104.27.118.43                                513.0ms    DFW    US     200
104.19.216.201                               513.1ms    ORD    US     200
104.25.152.9                                 513.1ms    ORD    US     200
104.19.55.19                                 513.2ms    DFW    US     200
104.25.138.37                                513.5ms    DFW    US     200
104.25.149.17                                513.5ms    DFW    US     200
104.27.26.40                                 513.5ms    DFW    US     200
104.27.72.113                                513.5ms    DFW    US     200
104.16.206.101                               513.8ms    DFW    US     200
104.25.157.229                               513.9ms    ORD    US     200
104.19.203.91                                514.3ms    DFW    US     200
104.19.243.71                                514.4ms    ORD    US     200
104.25.50.130                                514.5ms    DFW    US     200
104.18.48.42                                 514.7ms    ORD    US     200
104.19.205.142                               514.7ms    ORD    US     200
104.19.237.90                                514.7ms    ORD    US     200
104.19.53.237                                514.8ms    ORD    US     200
104.19.50.146                                515.1ms    ORD    US     200
104.25.4.59                                  515.1ms    DFW    US     200
104.18.53.65                                 515.3ms    ORD    US     200
104.24.216.15                                515.3ms    ORD    US     200
172.67.143.33                                515.3ms    ORD    US     200
104.24.10.41                                 515.7ms    DFW    US     200
104.18.103.133                               515.8ms    DFW    US     200
104.25.31.45                                 515.9ms    ORD    US     200
104.24.225.31                                516.1ms    ORD    US     200
104.27.35.75                                 516.2ms    DFW    US     200
104.17.126.180                               516.7ms    DFW    US     200
104.18.210.115                               516.9ms    DFW    US     200
104.26.9.253                                 517.0ms    ORD    US     200
104.25.129.236                               517.8ms    DFW    US     200
104.24.208.213                               518.0ms    DFW    US     200
104.27.100.199                               518.2ms    DFW    US     200
104.27.55.163                                518.6ms    DFW    US     200
104.18.102.90                                519.0ms    ORD    US     200
104.18.41.118                                519.1ms    ORD    US     200
104.24.215.146                               519.2ms    ORD    US     200
172.67.237.124                               519.3ms    ORD    US     200
104.25.99.149                                519.4ms    ORD    US     200
104.24.232.12                                519.6ms    ORD    US     200
104.20.40.117                                519.8ms    ORD    US     200
104.19.176.7                                 520.0ms    ORD    US     200
104.25.22.194                                520.0ms    DFW    US     200
104.17.158.173                               520.3ms    DFW    US     200
104.18.73.238                                520.5ms    DFW    US     200
104.18.46.72                                 520.6ms    DFW    US     200
104.18.86.138                                520.7ms    DFW    US     200
104.24.224.95                                520.7ms    ORD    US     200
104.27.74.244                                520.7ms    ORD    US     200
172.67.121.126                               520.8ms    DFW    US     200
104.18.69.249                                521.0ms    DFW    US     200
104.18.227.148                               521.3ms    ORD    US     200
104.18.228.88                                521.4ms    ORD    US     200
104.18.85.38                                 521.6ms    DFW    US     200
104.18.74.87                                 521.8ms    ORD    US     200
104.19.48.180                                521.8ms    DFW    US     200
104.17.125.74                                521.9ms    ORD    US     200
104.18.82.1                                  522.1ms    DFW    US     200
104.20.32.176                                522.1ms    DFW    US     200
104.25.165.114                               522.2ms    ORD    US     200
104.20.34.254                                522.4ms    ORD    US     200
104.19.173.60                                522.6ms    DFW    US     200
172.67.83.242                                522.6ms    ORD    US     200
172.67.192.152                               522.7ms    DFW    US     200
104.27.99.235                                522.9ms    ORD    US     200
104.27.101.121                               523.0ms    DFW    US     200
104.17.180.22                                523.1ms    ORD    US     200
104.18.45.206                                523.3ms    DFW    US     200
104.16.249.92                                523.4ms    ORD    US     200
104.25.91.43                                 523.4ms    ORD    US     200
104.19.200.121                               523.6ms    DFW    US     200
104.18.118.13                                523.7ms    DFW    US     200
104.20.15.174                                523.7ms    DFW    US     200
172.67.85.16                                 523.8ms    DFW    US     200
104.16.190.48                                524.5ms    ORD    US     200
104.18.212.84                                524.5ms    ORD    US     200
104.24.222.83                                524.5ms    ORD    US     200
104.25.55.186                                524.6ms    ORD    US     200
104.27.19.186                                524.7ms    DFW    US     200
104.17.181.150                               524.8ms    DFW    US     200
104.24.200.170                               525.0ms    ORD    US     200
104.18.25.158                                525.2ms    DFW    US     200
104.20.37.106                                525.7ms    ORD    US     200
104.18.79.16                                 525.8ms    ORD    US     200
104.20.38.67                                 525.9ms    ORD    US     200
104.25.169.3                                 526.0ms    DFW    US     200
104.25.109.13                                526.1ms    DFW    US     200
172.67.194.93                                526.1ms    ORD    US     200
104.21.79.101                                526.7ms    DFW    US     200
172.67.150.83                                526.7ms    DFW    US     200
104.17.182.217                               526.8ms    DFW    US     200
104.19.199.226                               526.8ms    DFW    US     200
104.19.202.28                                526.8ms    ORD    US     200
104.17.175.244                               527.0ms    ORD    US     200
104.20.3.158                                 527.0ms    ORD    US     200
104.24.219.249                               527.0ms    DFW    US     200
104.24.201.164                               527.1ms    DFW    US     200
104.16.199.148                               528.0ms    ORD    US     200
172.65.242.223                               528.0ms    CPH    US     200
104.27.46.170                                528.3ms    ORD    US     200
172.67.220.64                                528.6ms    DFW    US     200
104.16.242.65                                528.7ms    ORD    US     200
104.26.8.244                                 528.7ms    DFW    US     200
104.24.226.15                                528.8ms    ORD    US     200
104.16.213.242                               528.9ms    DFW    US     200
104.27.116.165                               528.9ms    DFW    US     200
104.25.1.248                                 529.0ms    ORD    US     200
104.16.183.89                                529.1ms    DFW    US     200
104.19.184.222                               529.2ms    ORD    US     200
104.24.253.219                               529.4ms    ORD    US     200
104.19.59.233                                529.8ms    DFW    US     200
104.18.96.107                                529.9ms    ORD    US     200
104.27.31.77                                 529.9ms    ORD    US     200
104.27.37.90                                 529.9ms    ORD    US     200
172.67.174.189                               529.9ms    ORD    US     200
104.24.229.34                                530.0ms    DFW    US     200
104.24.223.84                                530.5ms    DFW    US     200
104.27.83.142                                530.5ms    ORD    US     200
104.19.47.36                                 530.6ms    DFW    US     200
104.18.39.80                                 530.7ms    ORD    US     200
104.16.179.70                                531.2ms    DFW    US     200
104.18.124.203                               531.2ms    DFW    US     200
104.19.175.207                               531.2ms    ORD    US     200
104.20.36.101                                531.2ms    ORD    US     200
104.24.221.239                               531.4ms    DFW    US     200
104.18.100.137                               531.5ms    DFW    US     200
104.21.87.85                                 531.6ms    DFW    US     200
104.25.168.16                                531.7ms    DFW    US     200
172.67.175.91                                531.8ms    DFW    US     200
104.26.6.181                                 531.9ms    ORD    US     200
104.18.127.109                               532.1ms    ORD    US     200
104.18.42.128                                532.3ms    DFW    US     200
104.18.77.72                                 532.6ms    ORD    US     200
104.27.44.181                                532.8ms    DFW    US     200
104.17.124.115                               532.9ms    ORD    US     200
104.27.21.250                                533.3ms    DFW    US     200
104.19.51.201                                533.4ms    ORD    US     200
104.19.250.74                                533.7ms    DFW    US     200
104.17.127.248                               533.8ms    ORD    US     200
104.17.178.159                               534.1ms    ORD    US     200
104.19.254.28                                534.2ms    ORD    US     200
104.25.253.119                               534.3ms    DFW    US     200
104.18.66.72                                 534.5ms    ORD    US     200
104.18.120.138                               534.7ms    DFW    US     200
104.17.118.102                               535.0ms    DFW    US     200
172.67.236.250                               535.3ms    DFW    US     200
104.25.156.104                               535.4ms    ORD    US     200
104.25.198.159                               535.9ms    ORD    US     200
104.18.70.237                                536.3ms    ORD    US     200
104.19.182.42                                536.3ms    ORD    US     200
104.27.48.190                                536.5ms    ORD    US     200
104.17.185.210                               536.9ms    ORD    US     200
104.17.122.53                                537.1ms    ORD    US     200
104.18.214.133                               537.3ms    DFW    US     200
172.67.172.34                                537.3ms    ORD    US     200
104.16.176.128                               537.8ms    DFW    US     200
104.17.183.206                               537.8ms    ORD    US     200
172.67.180.123                               537.9ms    ORD    US     200
104.18.207.72                                538.0ms    DFW    US     200
104.18.81.135                                538.1ms    DFW    US     200
104.19.231.72                                538.1ms    ORD    US     200
104.19.248.254                               538.1ms    DFW    US     200
104.18.76.191                                538.2ms    ORD    US     200
104.19.61.67                                 538.4ms    ORD    US     200
104.27.58.159                                538.5ms    DFW    US     200
104.27.71.252                                538.7ms    DFW    US     200
104.19.165.209                               539.0ms    DFW    US     200
104.25.36.40                                 539.0ms    ORD    US     200
104.20.14.248                                539.4ms    ORD    US     200
104.19.166.17                                539.6ms    ORD    US     200
104.19.60.138                                539.7ms    DFW    US     200
104.16.250.231                               539.8ms    DFW    US     200
172.67.231.84                                540.0ms    DFW    US     200
104.19.54.237                                540.4ms    ORD    US     200
104.17.120.33                                540.5ms    ORD    US     200
104.18.61.252                                540.7ms    ORD    US     200
104.24.183.222                               540.7ms    ORD    US     200
104.16.185.71                                541.1ms    ORD    US     200
172.67.165.186                               541.2ms    ORD    US     200
104.18.71.208                                541.3ms    DFW    US     200
104.27.84.135                                541.3ms    DFW    US     200
172.67.178.200                               541.4ms    DFW    US     200
172.67.155.249                               541.5ms    DFW    US     200
172.67.204.153                               541.7ms    ORD    US     200
104.19.252.111                               541.9ms    ORD    US     200
104.19.57.238                                542.0ms    DFW    US     200
104.18.14.11                                 542.4ms    ORD    US     200
104.19.68.234                                542.6ms    ORD    US     200
104.19.207.192                               542.6ms    DFW    US     200
104.16.201.153                               542.8ms    DFW    US     200
104.19.169.184                               542.8ms    DFW    US     200
104.25.160.152                               542.8ms    DFW    US     200
172.67.170.24                                542.8ms    DFW    US     200
172.67.196.39                                542.8ms    DFW    US     200
104.25.173.156                               543.1ms    ORD    US     200
172.67.89.13                                 543.3ms    DFW    US     200
104.19.249.28                                543.4ms    ORD    US     200
104.24.220.104                               543.4ms    ORD    US     200
104.18.68.183                                543.7ms    DFW    US     200
104.19.251.233                               543.7ms    ORD    US     200
104.27.92.118                                543.7ms    ORD    US     200
104.17.119.159                               543.8ms    DFW    US     200
104.19.46.252                                543.9ms    DFW    US     200
104.27.112.254                               543.9ms    ORD    US     200
104.19.58.46                                 544.3ms    DFW    US     200
104.25.94.173                                544.7ms    DFW    US     200
104.18.121.166                               544.9ms    ORD    US     200
104.27.111.186                               544.9ms    ORD    US     200
104.25.177.2                                 545.0ms    DFW    US     200
104.20.24.15                                 545.1ms    DFW    US     200
104.24.194.66                                545.1ms    ORD    US     200
104.18.44.165                                545.2ms    ORD    US     200
104.19.180.120                               545.2ms    DFW    US     200
104.16.202.222                               545.8ms    ORD    US     200
104.17.173.71                                545.8ms    ORD    US     200
104.20.7.205                                 545.8ms    DFW    US     200
104.16.232.85                                546.1ms    DFW    US     200
104.17.117.22                                546.1ms    ORD    US     200
104.26.7.238                                 546.2ms    DFW    US     200
162.159.136.139                              546.2ms    DFW    US     200
104.20.12.75                                 546.4ms    ORD    US     200
104.25.98.84                                 546.9ms    DFW    US     200
104.25.179.86                                547.0ms    ORD    US     200
172.67.166.186                               547.0ms    ORD    US     200
104.25.155.237                               547.3ms    DFW    US     200
104.16.193.104                               547.5ms    DFW    US     200
104.18.199.251                               547.5ms    DFW    US     200
104.19.187.218                               547.8ms    DFW    US     200
104.25.151.89                                547.8ms    ORD    US     200
104.25.184.238                               547.9ms    ORD    US     200
104.20.16.252                                548.2ms    ORD    US     200
104.27.113.169                               548.3ms    ORD    US     200
104.25.187.135                               548.6ms    DFW    US     200
104.18.144.217                               549.2ms    DFW    US     200
104.27.77.12                                 549.4ms    ORD    US     200
104.19.160.109                               550.0ms    ORD    US     200
104.25.153.135                               550.0ms    ORD    US     200
104.19.209.98                                550.4ms    ORD    US     200
104.16.189.125                               550.7ms    ORD    US     200
104.19.183.25                                550.8ms    ORD    US     200
172.67.214.87                                550.8ms    ORD    US     200
172.67.93.67                                 550.9ms    DFW    US     200
104.25.150.203                               551.3ms    ORD    US     200
104.16.197.194                               551.6ms    DFW    US     200
104.16.198.186                               551.8ms    DFW    US     200
104.19.228.172                               551.8ms    ORD    US     200
104.24.202.246                               552.4ms    ORD    US     200
104.27.79.103                                552.5ms    DFW    US     200
104.20.19.40                                 552.7ms    ORD    US     200
104.18.67.41                                 552.9ms    ORD    US     200
104.19.233.167                               553.2ms    ORD    US     200
104.16.73.69                                 553.4ms    DFW    US     200
104.17.165.146                               553.5ms    DFW    US     200
104.25.178.60                                553.6ms    ORD    US     200
104.19.52.16                                 553.7ms    ORD    US     200
104.20.10.172                                553.7ms    ORD    US     200
104.20.13.105                                553.9ms    DFW    US     200
104.20.33.107                                553.9ms    DFW    US     200
172.65.61.18                                 553.9ms    DFW    US     200
104.17.123.129                               554.0ms    DFW    US     200
172.67.167.164                               554.4ms    DFW    US     200
104.25.183.245                               555.2ms    DFW    US     200
104.18.80.82                                 555.3ms    DFW    US     200
104.19.234.176                               555.4ms    ORD    US     200
104.27.87.220                                555.5ms    ORD    US     200
104.24.206.63                                555.6ms    ORD    US     200
104.20.0.88                                  555.8ms    DFW    US     200
104.27.86.111                                555.9ms    DFW    US     200
172.67.198.51                                556.0ms    DFW    US     200
104.17.174.213                               556.7ms    DFW    US     200
104.18.13.137                                556.7ms    DFW    US     200
172.67.202.154                               556.7ms    ORD    US     200
104.18.220.122                               557.0ms    ORD    US     200
104.25.81.26                                 557.1ms    DFW    US     200
104.18.221.62                                557.2ms    ORD    US     200
104.25.79.245                                557.2ms    ORD    US     200
104.25.175.150                               557.2ms    ORD    US     200
104.27.82.175                                557.3ms    DFW    US     200
104.18.219.18                                557.5ms    DFW    US     200
104.17.121.231                               557.6ms    DFW    US     200
172.67.230.40                                557.6ms    ORD    US     200
104.18.147.96                                557.9ms    DFW    US     200
104.17.176.32                                558.1ms    ORD    US     200
104.27.78.123                                558.8ms    ORD    US     200
104.19.163.44                                559.1ms    ORD    US     200
104.25.182.125                               559.1ms    ORD    US     200
104.19.230.137                               559.2ms    DFW    US     200
104.19.211.96                                559.5ms    DFW    US     200
104.20.20.105                                559.5ms    ORD    US     200
104.18.98.46                                 559.7ms    DFW    US     200
104.19.49.153                                559.7ms    DFW    US     200
104.20.26.69                                 559.9ms    ORD    US     200
104.16.200.223                               560.0ms    ORD    US     200
104.19.238.37                                560.0ms    ORD    US     200
104.24.205.193                               560.3ms    ORD    US     200
172.67.171.214                               560.3ms    DFW    US     200
104.24.204.70                                560.4ms    ORD    US     200
104.19.236.13                                560.6ms    DFW    US     200
104.25.206.117                               560.6ms    ORD    US     200
172.65.239.33                                560.6ms    MAD    US     200
104.19.172.184                               561.3ms    ORD    US     200
172.67.184.241                               561.3ms    ORD    US     200
172.67.212.199                               561.3ms    DFW    US     200
104.17.3.113                                 561.4ms    DFW    US     200
104.27.80.8                                  561.6ms    DFW    US     200
